TimeStamp,786PI521,786PI522,786PI526,786PI527,786PI528,786PI529,786PDI515A,786PI525,786TI513,786PDI509,786PI523,786PI524,786PDI510,786TI525A,786TI525B,786XI507A,786XI507B,786XI508A,786XI508B,786PI529 - 786PI528
4/25/2021 5:35,28.79999924,32.90000153,40.70000076,27.60000038,26.69999886,29.39999962,,27.39999962,,,37,26.79999924,,,,4.462407112,4.549999237,8.385846138,8.53523159,2.70000076
4/25/2021 5:40,28.70000076,32.90000153,40.70000076,27.50000191,26.60000229,29.30000114,,27.30000114,,,36.90000153,26.70000076,,,,4.409745693,4.587850571,8.362504959,8.465898514,2.69999885
4/25/2021 5:45,28.60000229,32.90000153,40.70000076,27.40039063,26.50000191,29.20000076,,27.20000076,,,36.80000305,26.60000229,,,,4.409760952,4.637523174,8.440624237,8.546897888,2.69999885
4/25/2021 5:50,28.50000191,32.80000305,40.70000076,27.40000153,26.50000191,29.20000076,,27.20000076,,,36.70000076,26.60000038,,,,4.400005817,4.562483311,8.401171684,8.510962486,2.69999885
4/25/2021 5:55,28.60000038,32.80000305,40.70000076,27.40000153,26.50000191,29.20000076,,27.20000076,,,36.79999924,26.60000038,,,,4.455859661,4.601465225,8.39882946,8.545012474,2.69999885
4/25/2021 6:00,28.60000038,32.89999771,40.70000076,27.5,26.60000038,29.29999924,,27.29999924,,,36.79999924,26.69999886,,,,4.394067287,4.550050259,8.40117836,8.551465034,2.69999886
4/25/2021 6:05,28.60000229,32.89999771,40.70000076,27.5,26.60000038,29.29999924,,27.29999924,,,36.80000305,26.69999886,,,,4.418745041,4.598803997,8.326231956,8.507019043,2.69999886
4/25/2021 6:10,28.60000229,32.89999771,40.69999695,27.5,26.60000038,29.29999924,,27.29999924,,,36.80000305,26.69999886,,,,4.418457031,4.59990406,8.40029335,8.505293846,2.69999886
4/25/2021 6:15,28.69999886,32.89999771,40.69999695,27.5,26.60000038,29.29999924,,27.29999924,,,36.89999771,26.69999886,,,,4.424609661,4.618731976,8.400068283,8.574121475,2.69999886
4/25/2021 6:20,28.60000229,32.89999771,40.79999924,27.40625,26.50000191,29.29999924,,27.20000076,,,36.80000305,26.60000229,,,,4.42499733,4.525001049,8.401193619,8.599634171,2.79999733
4/25/2021 6:25,29.10000038,33.19999695,40.50000381,27.89999962,26.89999962,29.5,,27.60000038,,,37.19999695,27,,,,4.481250763,4.699709415,8.304614067,8.475024223,2.60000038
4/25/2021 6:30,29.00000191,33.10000229,40.30000305,27.70000076,26.60039139,29.30039024,,27.40000153,,,36.90000153,26.70000267,,,,4.493845463,4.698446751,8.518665314,8.699707031,2.69999885
4/25/2021 6:35,28.90000153,33.00000381,40.20000076,27.60000229,26.50000191,29.30000114,,27.30000114,,,36.70000076,26.60000229,,,,4.493798256,4.713671684,8.473828316,8.593453407,2.79999923
4/25/2021 6:40,28.80000114,32.90000153,40.29375076,27.5,26.30000114,29.20000076,,27.20000076,,,36.5998497,26.40000153,,,,4.572268009,4.656433105,8.429573059,8.618984222,2.89999962
4/25/2021 6:45,28.89999962,32.89999771,40.39999771,27.60000038,26.5,29.29858398,,27.29999924,,,36.69999695,26.5,,,,4.498484135,4.601404667,8.382800102,8.596679688,2.79858398
4/25/2021 6:50,28.80000114,32.89999771,40.30000305,27.50000191,26.40000153,29.20000076,,27.20000076,,,36.60000229,26.40004921,,,,4.475003242,4.617199898,8.476552963,8.693749428,2.79999923
4/25/2021 6:55,28.79999924,32.89999771,40.3000145,27.50000191,26.39999962,29.19999886,,27.20000076,,,36.59999847,26.5,,,,4.555626869,4.587454319,8.406247139,8.581359863,2.79999924
4/25/2021 7:00,28.79999924,32.89999771,40.39999771,27.50000191,26.39999962,29.19999886,,27.20000076,,,36.59999847,26.5,,,,4.499550819,4.622616291,8.550030708,8.697616577,2.79999924
4/25/2021 7:05,28.89999962,32.89999771,40.30000305,27.60000038,26.5,29.19999886,,27.29999924,,,36.69999695,26.5,,,,4.400878906,4.542044163,8.377684593,8.546726227,2.69999886
4/25/2021 7:10,28.80000114,32.89999771,40.30000305,27.50000191,26.40000153,29.19999886,,27.20000076,,,36.60000229,26.40000153,,,,4.403124332,4.69073391,8.421069145,8.596660614,2.79999733
4/25/2021 7:15,28.70000076,32.89980316,40.39999771,27.40000153,26.30000114,29.10000229,,27.10000229,,,36.50000381,26.39999962,,,,4.307404518,4.679765701,8.325109482,8.605019569,2.80000115
4/25/2021 7:20,28.60078239,32.89916992,40.39999771,27.40000153,26.20000076,29.10000229,,27.00000191,,,36.50000381,26.30000114,,,,4.441582203,4.477953911,8.539999008,8.666249275,2.90000153
4/25/2021 7:25,28.69999886,32.89999771,40.39999771,27.40000153,26.29999924,29.10000229,,27.10000038,,,36.50000381,26.39999962,,,,4.438419342,4.640594482,8.447645187,8.648361206,2.80000305
4/25/2021 7:30,28.69999886,32.89999771,40.49995422,27.5,26.39998817,29.19999886,,27.10000038,,,36.59999847,26.39999962,,,,4.358250141,4.63530302,8.311924934,8.585339546,2.80001069
4/25/2021 7:35,28.69999886,32.80000305,40.6875,27.5,26.39999962,29.19999886,,27.19999886,,,36.59999847,26.39999962,,,,4.425204754,4.649267197,8.313231468,8.611718178,2.79999924
4/25/2021 7:40,28.69999886,32.80000305,40.89999771,27.5,26.30000114,29.19999886,,27.10000229,,,36.50000381,26.39999962,,,,4.274380684,4.353113651,8.509540558,8.514843941,2.89999772
4/25/2021 7:45,28.89999962,32.80000305,40.99999619,27.60312653,26.5,29.29999924,,27.29999924,,,36.703125,26.60000038,,,,4.399987221,4.590473652,8.400733948,8.549825668,2.79999924
4/25/2021 7:50,28.70000076,33,41,27.60000229,26.5,29.20000076,,27.20000076,,,36.70000076,26.50000191,,,,4.3376894,4.560161114,8.387500763,8.597637177,2.70000076
4/25/2021 7:55,28.70000076,33,41,27.60000229,26.40000153,29.20000076,,27.10000801,,,36.61249542,26.50000191,,,,4.399980068,4.510136604,8.399219513,8.560078621,2.79999923
4/25/2021 8:00,28.79999924,33,40.90000153,27.60000229,26.5,29.20000076,,27.19999886,,,36.69999695,26.60000038,,,,4.396967888,4.578041077,8.399902344,8.599999428,2.70000076
4/25/2021 8:05,28.79999924,33.00000381,40.90000153,27.60000229,26.40000153,29.20000076,,27.19999886,,,36.69999695,26.50000191,,,,4.351264477,4.510723114,8.362731934,8.500372887,2.79999923
4/25/2021 8:10,28.70000076,33,41,27.50000191,26.40000153,29.20000076,,27.10000229,,,36.60000229,26.40000153,,,,4.375593185,4.586306572,8.440237999,8.52685833,2.79999923
4/25/2021 8:15,28.60000229,32.90000153,40.90000153,27.40000153,26.30000114,29.10000229,,27.00000191,,,36.50000381,26.30000114,,,,4.432082653,4.75193119,8.357286453,8.62865448,2.80000115
4/25/2021 8:20,28.50000191,32.90000153,40.82500076,27.30000114,26.20000076,29.10000038,,27.00000191,,,36.40000153,26.30000114,,,,4.37373209,4.476266861,8.494045258,8.644218445,2.89999962
4/25/2021 8:25,28.60000038,32.90000153,40.90000153,27.39999962,26.29999924,29.10000038,,27.10000038,,,36.5,26.39999962,,,,4.376562119,4.601103306,8.399682999,8.570307732,2.80000114
4/25/2021 8:30,28.69999886,33,40.90000153,27.59492302,26.39999962,29.19999886,,27.19375038,,,36.59999847,26.5,,,,4.395311832,4.506249905,8.470001221,8.506153107,2.79999924
4/25/2021 8:35,28.79999924,33.10000229,41.10000229,27.60000038,26.40000153,29.29999924,,27.19999886,,,36.625,26.50000191,,,,4.4678545,4.324006081,8.658911705,8.583819389,2.89999771
4/25/2021 8:40,28.70000076,33.10000229,40.90000153,27.50000191,26.40000153,29.20000076,,27.10000229,,,36.60000229,26.40000153,,,,4.381335258,4.668553829,8.326181412,8.514073372,2.79999923
4/25/2021 8:45,28.60000229,32.90000153,40.82500076,27.40000153,26.30000114,29.10000229,,27.00000191,,,36.50000381,26.30000114,,,,4.554401398,4.628921509,8.520376205,8.720802307,2.80000115
4/25/2021 8:50,28.60000229,32.90000153,40.80000305,27.40000153,26.29999924,29.10000229,,27.00000191,,,36.50000381,26.30000114,,,,4.520116329,4.481491566,8.599789619,8.600343704,2.80000305
4/25/2021 8:55,28.69999886,33,40.89999771,27.5,26.39999962,29.19999886,,27.17499924,,,36.59999847,26.5,,,,4.338097572,4.519393444,8.324990273,8.574999809,2.79999924
4/25/2021 9:00,28.69999886,33,40.89999771,27.50000191,26.39999962,29.19999886,,27.10000229,,,36.60000229,26.5,,,,4.300009727,4.599806309,8.231258392,8.500012398,2.79999924
4/25/2021 9:05,28.69999886,33,40.89999771,27.50000381,26.39999962,29.19999886,,27.10000229,,,36.60000229,26.5,,,,4.419523716,4.522500992,8.399961472,8.444524765,2.79999924
4/25/2021 9:10,28.69999886,33,40.80000305,27.50000191,26.39999962,29.10000229,,27.10000229,,,36.60000229,26.40000153,,,,4.31132412,4.599441528,8.48749733,8.587682724,2.70000267
4/25/2021 9:15,28.69999886,33,40.70000076,27.50000191,26.30000114,29.10000229,,27.10000229,,,36.59999847,26.40000153,,,,4.364707947,4.559409618,8.390028954,8.500025749,2.80000115
4/25/2021 9:20,28.69999886,33,40.70000076,27.50000191,26.39999962,29.19999886,,27.19980431,,,36.59999847,26.5,,,,4.414978981,4.599952698,8.450011253,8.618886948,2.79999924
4/25/2021 9:25,28.79999924,33.09999847,40.50000381,27.60000038,26.5,29.19999886,,27.19999886,,,36.69999695,26.60000038,,,,4.390473843,4.553119659,8.337542534,8.53754425,2.69999886
4/25/2021 9:30,28.60000229,32.90000153,40.30000305,27.40000153,26.25,29.00000191,,27.00000191,,,36.50000381,26.30000114,,,,4.465057373,4.53828001,8.49001503,8.635761261,2.75000191
4/25/2021 9:35,28.50000191,32.90000153,40.39999771,27.40000153,26.21249962,28.90002441,,27.00000191,,,36.50000381,26.30000687,,,,4.450411797,4.590472698,8.452150345,8.578735352,2.68752479
4/25/2021 9:40,28.49997711,32.80000305,40.5,27.30000114,26.20000076,28.90000153,,26.90000153,,,36.40000153,26.30000114,,,,4.390647411,4.562512875,8.388072014,8.590228081,2.70000077
4/25/2021 9:45,28.60000038,32.89999771,40.5,27.5,26.39999962,29.09765816,,27,,,36.59999847,26.5,,,,4.40861845,4.600006104,8.314867973,8.690234184,2.69765854
4/25/2021 9:50,28.70009804,32.90000153,40.5,27.60000038,26.5,29.10000229,,27.19999886,,,36.70000076,26.60000038,,,,4.355538368,4.612504482,8.359379768,8.569434166,2.60000229
4/25/2021 9:55,28.50000191,32.80000305,40.59999847,27.40000153,26.30000114,28.9375,,27.00000191,,,36.50000381,26.40000153,,,,4.408689976,4.560081482,8.304765701,8.421802521,2.63749886
4/25/2021 10:00,28.60000038,32.80000305,40.59999847,27.5,26.39999962,29,,27.05000114,,,36.59999847,26.5,,,,4.409356594,4.578142166,8.265324593,8.417676926,2.60000038
4/25/2021 10:05,28.60000038,32.69999313,40.69999695,27.5,26.39999962,29,,27.10000038,,,36.59999847,26.5,,,,4.371576309,4.590254307,8.306659698,8.499707222,2.60000038
4/25/2021 10:10,28.60000038,32.69999695,40.69999695,27.40156364,26.39999962,29.00000191,,27.00000191,,,36.60000229,26.5,,,,4.372356892,4.512134075,8.337796211,8.449944496,2.60000229
4/25/2021 10:15,28.60000038,32.69999695,40.60000229,27.5,26.39999962,29.00000191,,27.00000191,,,36.60000229,26.5,,,,4.462110519,4.600055218,8.326860428,8.487968445,2.60000229
4/25/2021 10:20,28.60000038,32.75,40.60000229,27.5,26.5,29.10000038,,27.10000038,,,36.69999695,26.60000038,,,,4.443731785,4.649609566,8.351078987,8.544951439,2.60000038
4/25/2021 10:25,28.69999886,32.79999924,40.69999695,27.60000038,26.5,29.10000038,,27.10000038,,,36.69999695,26.60000038,,,,4.400366306,4.601252556,8.300077438,8.591876984,2.60000038
4/25/2021 10:30,28.60000229,32.79999924,40.69999695,27.50000191,26.40000153,29.00000191,,27.10000038,,,36.60000229,26.50000191,,,,4.399926662,4.599999905,8.300292969,8.495331764,2.60000038
4/25/2021 10:35,28.60000229,32.89999771,40.60000229,27.50000191,26.40000153,29.00000191,,27.00000191,,,36.60000229,26.50000191,,,,4.400000095,4.599998951,8.376245499,8.481268883,2.60000038
4/25/2021 10:40,28.50000191,32.89999771,40.60000229,27.40000153,26.40000153,29.00000191,,27.00000191,,,36.60000229,26.49843788,,,,4.480566502,4.60117197,8.323509216,8.418843269,2.60000038
4/25/2021 10:45,28.60000038,32.89999771,40.60000229,27.5,26.40000153,29.00000191,,27.10000038,,,36.60000229,26.5,,,,4.405053616,4.600348473,8.376488686,8.498828888,2.60000038
4/25/2021 10:50,28.69999886,32.89999771,40.52500153,27.60000038,26.60000038,29.10000038,,27.19999886,,,36.79999924,26.69999886,,,,4.404981136,4.694043159,8.219135284,8.398456573,2.5
4/25/2021 10:55,28.80000114,33.09999847,40.32500076,27.69999886,26.69999886,29.19999886,,27.29999924,,,36.89999771,26.79999924,,,,4.424920559,4.675018311,8.277738571,8.379419327,2.5
4/25/2021 11:00,28.50000191,32.90000153,40.30000305,27.40000153,26.30000114,28.90000153,,26.90000153,,,36.60000229,26.40000153,,,,4.3250947,4.600304604,8.376172066,8.501184464,2.60000039
4/25/2021 11:05,28.30000114,32.70000076,40.59998703,27.20000076,26.20000076,28.70000267,,26.80000114,,,36.40000153,26.20038986,,,,4.380077839,4.525000095,8.300057411,8.500003815,2.50000191
4/25/2021 11:10,28.20000076,32.60000229,40.59999847,27.20000076,26.19999886,28.70000076,,26.79999924,,,36.39999771,26.20000076,,,,4.403290272,4.595310211,8.2436409,8.518604279,2.5000019
4/25/2021 11:15,28.20000076,32.59999847,40.69999695,27.19999886,26.19999886,28.70000076,,26.69999886,,,36.39999771,26.29980469,,,,4.304724216,4.598623276,8.200149536,8.298668861,2.5000019
4/25/2021 11:20,28.29999924,32.59999847,40.79999924,27.29999924,26.29999924,28.79999924,,26.89999771,,,36.59999847,26.39999962,,,,4.218798637,4.500006676,8.186718941,8.29960537,2.5
4/25/2021 11:25,28.5,32.79998779,40.80000305,27.57500076,26.60000038,28.89999962,,27.10000038,,,36.79999924,26.69999886,,,,4.374990463,4.425012112,8.100633621,8.200009346,2.29999924
4/25/2021 11:30,28.69999886,32.79999924,40.80000305,27.69999886,26.79999924,29,,27.29999924,,,37,26.89999962,,,,4.300038815,4.499890327,8.252975464,8.299219131,2.20000076
